skill_match,keyword_match,resume_jd_similarity,experience_score,education_score,project_relevance,certification_score,ats_score,candidate_suitable
79.91648388447706,53.11027518016419,86.6878335929106,73.7894423247491,25.534187831011963,96.04978813094047,78.89117615922824,72.29913459548662,1
80.8851444221563,28.24909061404367,54.03087503164537,47.663841938606495,92.14119910788814,69.50920960645317,83.82092906166639,60.83500719332541,1
53.47313590618649,36.17909774278215,62.366782961266786,23.105380488334028,84.21049375940656,68.53315192976518,78.64701920682991,52.95853086433095,0
46.36207745038947,95.65584195159227,89.44968970577581,80.27067976590095,33.571096628157406,55.33768029816274,21.504301262978302,67.5648134344495,1
30.343159365403828,72.64391625939638,77.58097247262538,95.4007785947368,44.06602865105216,47.636776482789514,55.564464902064636,56.43068176879766,0
33.157708726742854,28.39372042683773,56.0563940980747,36.15274792407073,71.58511957460082,52.97215350978646,84.614255684627,42.18112081533862,1
74.02120816017992,42.98933131056329,84.58078411161608,82.38114859974415,48.99827032241396,41.066248314419525,72.59964031799804,65.82317788375579,1
29.180198688744785,33.99265619800867,18.588981580080443,80.95395020017108,71.18806852736257,74.41323029010681,80.45832248175743,37.77970848154882,0
54.713262043067196,63.4992956762315,29.183759850212596,27.162405882877877,71.47223694323773,55.6876964914506,63.218888518495106,51.73827899597698,0
79.19990859328205,68.77746560004726,62.286352052639664,62.736572859633085,42.316007845008976,20.465426765435154,52.93739113858899,66.29437474862178,0
35.16677382556234,50.682291497970894,86.27224586145329,36.71515886922726,22.66421933512528,40.510711361759725,41.48750062133469,49.30227239510254,1
70.95332117815161,62.562572187302266,80.71185672851308,71.145083226191,50.510948915205645,83.12163077328277,31.357833592616313,68.42345163024603,1
19.81696585070884,25.20382886205134,75.78874804771603,54.95017842011099,30.901742322688143,58.08358200826908,30.184968217053473,37.10066842121022,0
73.70563000621888,53.69250204592245,48.4816980877186,42.12096713183012,68.42260744951108,46.945008844271236,25.011993545288078,58.04146447974597,1
27.440472169641225,94.95181316396116,90.68645525660857,73.97657070485997,39.269596916761564,95.53411018781792,80.30007231726357,65.93342710802158,1
75.35121513271964,53.94892017150309,39.77932494761272,25.711276972279943,90.20819172350733,54.462103186688886,34.18906918361843,58.044552382154926,0
42.4765299320522,64.33756551535168,32.14182263513854,86.52914272739004,78.68156238681681,75.55703647607494,52.5674431820083,52.0463006206984,0
68.18470725619545,64.72783751301884,69.9877281243856,24.755545691191127,51.26459217364877,21.3291339089514,57.519265539561516,61.78757940846788,0
44.388896986622825,29.561935109283752,26.27223741780413,65.01156577421696,31.647437482950888,92.00960947014377,64.4848911760316,40.83872040136691,0
45.74958436278696,65.27323931851333,19.824309682375798,94.68473705931562,56.58427495543202,80.6188181800229,24.618399993795087,49.12083780250721,1
56.932666467052826,57.25655954836167,93.02611639799863,63.73824419008603,55.8791520845563,39.35805304735149,44.52551978740418,63.02084488562854,1
59.65379219772302,53.11291682440373,19.728966390426436,84.10335393554863,89.69286174718134,29.21992711988886,62.32289148312395,51.36980146767642,0
26.686059290835484,71.77920744318493,40.498702707120664,70.75381077535215,76.1595691429506,79.49179935341256,26.619275676471723,48.03588590142214,0
91.28094761100863,36.417119271590465,20.993004494094382,62.38819755131867,47.6737827089951,84.38317945059305,82.66011776514415,59.106476254372055,1
43.371111425817226,94.2319516055796,41.27342705120949,59.20457033853717,38.47720724540822,92.88348560391707,31.168625406561453,58.07925674039402,1
21.59284955138632,52.807764800243035,97.39004512446697,89.33418130039311,77.88864155655594,89.263399270282,89.47573117582905,57.53554523309238,1
59.50866883091592,43.27432414646344,79.76099456887904,70.93290105342089,47.892618309896804,25.55733344492122,77.74316890792208,58.70511512702029,1
38.996841273829176,92.94505204270234,37.27764600045478,27.820634592918882,84.4890137699925,30.26274532995952,32.34146465261912,53.08637957388126,0
65.95062332166748,87.96496326699716,33.71477325716586,42.82589383200758,80.1923870592942,95.74611408487739,58.05929489618738,65.65809812438441,0
29.511800204100062,19.114903016656122,36.37248239990842,28.54577742292168,72.2126938890286,27.74660037028249,58.50639452965064,31.732925616174903,0
73.54099485143092,64.4893287376722,33.98205213280461,82.32996209458102,75.23257036926412,77.11872031324334,28.48462012458506,61.816384454063474,1
27.90030429202757,92.20500408052061,49.80625550599525,42.07589534247518,57.08672362812267,71.0291370210866,94.4498605637576,56.009689451310955,0
40.9156981505644,91.98467434496217,19.988759310900505,62.41584338614597,68.71800893448682,26.471792300060265,29.22716776511301,50.656055420408485,0
51.5291455453043,95.29855297145454,65.68340425874982,92.6418577280169,82.34887324903767,55.39052812442332,80.78107594017499,70.55463678755275,1
19.42694271815902,26.731519741258793,84.35428919061891,81.74536706601293,36.611259357314694,60.46156724792428,66.48126565600087,42.61814069115678,1
87.4191163020809,66.24857258709805,51.00572554189443,47.93472347257462,52.07056690988079,70.15448204639793,87.39925054018599,70.23793010933367,1
54.31175056610398,37.82716503610865,36.93298903980649,77.68114241947572,83.32550107391283,26.422246388329995,23.32470855641425,46.3901816870315,0
65.55469310051615,29.69385953541586,83.9731352365073,42.826773913925955,29.50975463769141,91.67763779899602,31.242537818822253,56.92506972480786,1
40.777606587034846,30.28907161536469,27.2392050932284,19.6918413069152,22.43163273314081,31.971317674868217,22.27055461017403,32.11053854420396,0
65.2915052888777,72.45716214396052,49.49043654656226,43.43928775616395,58.36209896177841,88.00039537876869,86.09053014577648,64.65902030853415,1
21.478004961023355,32.51987276772193,36.93958968835168,37.951006066576944,63.69861213942182,51.300994056255384,21.94032959420752,31.779734958782075,0
47.88913107676573,59.90023589741098,26.133752232297276,84.67668430308478,22.15694931720834,91.98734952144497,25.929051326390038,48.20050702108661,0
85.48599612782021,90.21225151420937,96.36565444692741,82.16207042188748,80.35820326170631,69.39866207964381,80.31970836625032,87.35822461914931,1
28.764176673051765,60.88544287581098,59.13782961523316,86.6057715298046,55.02394924748127,48.80715968802828,69.1650616989688,50.09648558578164,0
